Student_ID,Topic,Quiz_Score,Completion_Time,Mastery_Level
STU0491,Understanding Digestion (Principles),61,331,Proficient
STU0379,Advanced Concepts of Constitution (Theories),94,330,Mastered
STU0141,Introduction to Algebra (Theories),88,173,Mastered
STU0172,Introduction to Earth's Layers (Principles),62,135,Proficient
STU0140,Advanced Concepts of Weather (Systems),94,368,Mastered
STU0365,Understanding Medieval Period (Systems),100,195,Mastered
STU0453,Introduction to Ancient Egypt (Structure),37,207,Needs Improvement
STU0201,Understanding French Revolution (Applications),71,323,Proficient
STU0205,Understanding Ancient Civilizations (Basics),86,240,Mastered
STU0311,Advanced Concepts of Population Geography (Functions),74,342,Proficient
STU0380,Understanding Solutions (Exploration),45,434,Needs Improvement
STU0017,Understanding Force (Processes),100,188,Mastered
STU0290,Introduction to Genetics (Impact),82,123,Proficient
STU0425,Advanced Concepts of Natural Vegetation (Structure),95,301,Mastered
STU0378,Understanding Ancient Egypt (Structure),90,235,Mastered
STU0349,Introduction to Vocabulary (Structure),83,175,Proficient
STU0037,Advanced Concepts of Profit and Loss (Systems),73,415,Proficient
STU0054,Introduction to Resources (Impact),70,195,Proficient
STU0233,Understanding Light (Basics),75,291,Proficient
STU0217,Introduction to Human Rights (Dynamics),56,200,Needs Improvement
STU0357,Understanding French Revolution (Applications),100,190,Mastered
STU0346,Understanding Nervous System (Exploration),55,292,Needs Improvement
STU0061,Advanced Concepts of Health and Diseases (Key Ideas),41,558,Needs Improvement
STU0197,Introduction to Number Systems (Structure),51,271,Needs Improvement
STU0015,Advanced Concepts of Light (Basics),86,285,Mastered
STU0353,Advanced Concepts of Population Geography (Functions),85,319,Mastered
STU0406,Advanced Concepts of Indus Valley Civilization (Basics),43,377,Needs Improvement
STU0214,Advanced Concepts of Direct and Indirect Speech (Processes),79,398,Proficient
STU0497,Understanding Active and Passive Voice (Systems),65,300,Proficient
STU0064,Advanced Concepts of Adjectives (Applications),76,387,Proficient
STU0153,Understanding Ancient Egypt (Structure),70,224,Proficient
STU0414,Advanced Concepts of Indus Valley Civilization (Basics),65,488,Proficient
STU0070,Advanced Concepts of World War I (Theories),83,426,Proficient
STU0109,Understanding Freedom Struggle (Key Ideas),66,203,Proficient
STU0093,Understanding World War II (Exploration),75,315,Proficient
STU0133,Understanding Decimals (Principles),94,230,Mastered
STU0424,Introduction to Motion (Systems),71,190,Proficient
STU0215,Introduction to Motion (Systems),76,197,Proficient
STU0417,Advanced Concepts of Solar System (Basics),75,414,Proficient
STU0311,Advanced Concepts of Friction (Key Ideas),93,359,Mastered
STU0492,Understanding Plant Reproduction (Processes),60,277,Proficient
STU0319,Advanced Concepts of Natural Vegetation (Structure),100,272,Mastered
STU0362,Understanding Number Systems (Structure),100,245,Mastered
STU0012,Introduction to Carbon Compounds (Systems),78,212,Proficient
STU0237,Advanced Concepts of Electromagnetism (Functions),37,605,Needs Improvement
STU0482,Advanced Concepts of Microorganisms (Structure),86,295,Mastered
STU0063,Advanced Concepts of French Revolution (Applications),77,380,Proficient
STU0186,Advanced Concepts of Freedom Struggle (Principles),58,454,Needs Improvement
STU0162,Introduction to Prepositions (Dynamics),78,132,Proficient
STU0467,Advanced Concepts of Vocabulary (Structure),67,439,Proficient
STU0332,Advanced Concepts of Mineral Resources (Dynamics),81,489,Proficient
STU0432,Advanced Concepts of Freedom Struggle (Key Ideas),100,309,Mastered
STU0160,Understanding Light Reflection (Systems),72,284,Proficient
STU0172,Advanced Concepts of Nervous System (Exploration),69,350,Proficient
STU0466,Understanding Genetics (Impact),71,241,Proficient
STU0262,Introduction to French Revolution (Applications),52,241,Needs Improvement
STU0078,Advanced Concepts of Ancient Civilizations (Structure),87,356,Mastered
STU0013,Introduction to Renaissance (Impact),65,210,Proficient
STU0316,Advanced Concepts of Work and Energy (Principles),74,403,Proficient
STU0464,Introduction to Electrostatics (Theories),69,148,Proficient
STU0155,Introduction to Indian Independence (Functions),100,176,Mastered
STU0230,Understanding Respiration (Applications),70,292,Proficient
STU0163,Understanding Mineral Resources (Dynamics),59,290,Needs Improvement
STU0328,Understanding Decimals (Principles),91,194,Mastered
STU0493,Advanced Concepts of Light (Basics),85,288,Mastered
STU0017,Introduction to Local Government (Exploration),56,201,Needs Improvement
STU0168,Introduction to Magnetism (Exploration),37,246,Needs Improvement
STU0205,Advanced Concepts of Vocabulary (Structure),56,402,Needs Improvement
STU0345,Introduction to Digestion (Principles),90,128,Mastered
STU0388,Understanding Active and Passive Voice (Systems),34,252,Needs Improvement
STU0156,Introduction to Chemical Bonding (Impact),62,154,Proficient
STU0210,Advanced Concepts of Gravitation (Applications),100,253,Mastered
STU0193,Introduction to World War II (Exploration),65,159,Proficient
STU0276,Introduction to Active and Passive Voice (Systems),95,167,Mastered
STU0466,Advanced Concepts of Resources (Impact),92,255,Mastered
STU0437,Introduction to Weather (Systems),65,161,Proficient
STU0452,Introduction to Electricity (Applications),84,152,Proficient
STU0427,Understanding Geometry (Exploration),83,313,Proficient
STU0394,Understanding Medieval Period (Systems),64,265,Proficient
STU0340,Advanced Concepts of Weather (Systems),57,461,Needs Improvement
STU0384,Introduction to Industrial Revolution (Processes),61,187,Proficient
STU0271,Understanding Combustion (Key Ideas),75,350,Proficient
STU0031,Understanding Periodic Table (Applications),78,355,Proficient
STU0250,Understanding Oceans (Exploration),56,365,Needs Improvement
STU0015,Understanding Respiration (Applications),90,234,Mastered
STU0241,Advanced Concepts of Chemical Reactions (Principles),87,292,Mastered
STU0448,Advanced Concepts of Adjectives (Applications),31,441,Needs Improvement
STU0278,Introduction to Light (Basics),100,100,Mastered
STU0146,Advanced Concepts of Heat (Exploration),65,399,Proficient
STU0293,Understanding Work and Energy (Principles),57,332,Needs Improvement
STU0381,Introduction to Electricity (Applications),83,194,Proficient
STU0056,Understanding Ancient Civilizations (Basics),66,251,Proficient
STU0444,Advanced Concepts of Synthetic Fibres (Structure),94,234,Mastered
STU0322,Understanding Climate Zones (Theories),69,310,Proficient
STU0031,Introduction to Cell Division (Dynamics),48,220,Needs Improvement
STU0171,Understanding Periodic Table (Applications),100,238,Mastered
STU0347,Introduction to Plant Reproduction (Processes),80,227,Proficient
STU0199,Advanced Concepts of Digestion (Principles),73,380,Proficient
STU0186,Introduction to States of Matter (Dynamics),60,179,Proficient
STU0453,Introduction to Work and Energy (Principles),83,236,Proficient
STU0160,Introduction to Integers (Processes),73,183,Proficient
STU0228,Understanding Fractions (Basics),49,436,Needs Improvement
STU0473,Understanding Fractions (Basics),75,232,Proficient
STU0395,Introduction to Oceans (Exploration),85,138,Mastered
STU0134,Understanding Freedom Struggle (Principles),82,224,Proficient
STU0148,Understanding Maps and Scales (Key Ideas),42,471,Needs Improvement
STU0310,Introduction to Maps and Scales (Key Ideas),90,140,Mastered
STU0049,Introduction to Combustion (Key Ideas),62,161,Proficient
STU0321,Introduction to Resources (Impact),88,134,Mastered
STU0225,Understanding Atoms and Molecules (Theories),82,336,Proficient
STU0153,Advanced Concepts of Oceans (Exploration),100,254,Mastered
STU0382,Understanding Chemical Bonding (Impact),77,290,Proficient
STU0203,Understanding Civics (Functions),77,259,Proficient
STU0077,Advanced Concepts of Industrial Revolution (Processes),78,370,Proficient
STU0402,Introduction to Natural Vegetation (Structure),80,223,Proficient
STU0336,Advanced Concepts of Pronouns (Theories),75,414,Proficient
STU0393,Introduction to Pronouns (Theories),100,90,Mastered
STU0266,Understanding Probability (Dynamics),67,303,Proficient
STU0315,Introduction to Carbon Compounds (Systems),71,164,Proficient
STU0009,Introduction to Nervous System (Exploration),86,150,Mastered
STU0455,Advanced Concepts of Adjectives (Applications),50,412,Needs Improvement
STU0499,Advanced Concepts of Percentages (Applications),75,426,Proficient
STU0178,Understanding Electromagnetism (Functions),80,259,Proficient
STU0015,Introduction to Globe and Maps (Processes),49,279,Needs Improvement
STU0192,Advanced Concepts of Civics (Functions),78,501,Proficient
STU0111,Understanding States of Matter (Dynamics),100,224,Mastered
STU0355,Understanding Acids and Bases (Basics),45,389,Needs Improvement
STU0198,Advanced Concepts of Freedom Struggle (Key Ideas),86,320,Mastered
STU0325,Advanced Concepts of Tenses (Exploration),53,581,Needs Improvement
STU0487,Understanding Constitution (Theories),58,510,Needs Improvement
STU0011,Understanding Indian Independence (Functions),74,258,Proficient
STU0264,Advanced Concepts of Acids and Bases (Basics),68,388,Proficient
STU0156,Understanding Measurement (Key Ideas),53,284,Needs Improvement
STU0476,Introduction to Measurement (Key Ideas),76,215,Proficient
STU0415,Understanding Medieval Period (Systems),100,190,Mastered
STU0384,Understanding Light Refraction (Impact),73,323,Proficient
STU0060,Advanced Concepts of Punctuation (Key Ideas),100,221,Mastered
STU0226,Understanding Ancient Civilizations (Basics),48,360,Needs Improvement
STU0272,Understanding Roman Empire (Principles),61,314,Proficient
STU0287,Advanced Concepts of Light Refraction (Impact),38,519,Needs Improvement
STU0098,Understanding Ancient Civilizations (Basics),75,272,Proficient
STU0430,Understanding Gravitation (Applications),100,187,Mastered
STU0429,Advanced Concepts of Roman Empire (Principles),78,461,Proficient
STU0131,Understanding Maps and Scales (Key Ideas),60,318,Proficient
STU0400,Introduction to Maps and Scales (Key Ideas),62,202,Proficient
STU0187,Understanding Chemical Reactions (Principles),90,199,Mastered
STU0254,Understanding Cold War (Key Ideas),71,300,Proficient
STU0336,Understanding Solar System (Key Ideas),47,330,Needs Improvement
STU0276,Introduction to Industrial Revolution (Processes),77,177,Proficient
STU0479,Introduction to Photosynthesis (Basics),79,219,Proficient
STU0137,Introduction to Light (Basics),70,241,Proficient
STU0447,Advanced Concepts of Chemical Bonding (Impact),69,424,Proficient
STU0031,Advanced Concepts of Atoms and Molecules (Theories),100,238,Mastered
STU0175,Understanding Freedom Struggle (Key Ideas),63,380,Proficient
STU0039,Understanding Democracy (Applications),41,333,Needs Improvement
STU0466,Understanding Vocabulary (Structure),69,271,Proficient
STU0363,Advanced Concepts of Plant Reproduction (Processes),59,425,Needs Improvement
STU0479,Advanced Concepts of Cell Division (Dynamics),48,541,Needs Improvement
STU0085,Introduction to Respiration (Applications),71,204,Proficient
STU0173,Advanced Concepts of Classification of Organisms (Functions),75,350,Proficient
STU0198,Understanding Weather (Systems),62,228,Proficient
STU0428,Understanding Climate Zones (Theories),48,357,Needs Improvement
STU0478,Introduction to Water Cycle (Structure),93,132,Mastered
STU0269,Understanding Solar System (Key Ideas),95,215,Mastered
STU0263,Understanding Laws of Motion (Basics),73,322,Proficient
STU0402,Advanced Concepts of Number Systems (Structure),69,386,Proficient
STU0132,Advanced Concepts of Adjectives (Applications),40,631,Needs Improvement
STU0081,Introduction to Freedom Struggle (Principles),77,241,Proficient
STU0120,Advanced Concepts of Magnetism (Exploration),95,336,Mastered
STU0013,Advanced Concepts of Active and Passive Voice (Systems),70,318,Proficient
STU0145,Understanding Indus Valley Civilization (Basics),97,189,Mastered
STU0140,Understanding Ancient Egypt (Structure),60,207,Proficient
STU0490,Introduction to Freedom Struggle (Principles),46,298,Needs Improvement
STU0488,Advanced Concepts of Magnets (Theories),51,650,Needs Improvement
STU0267,Introduction to Resources (Impact),58,279,Needs Improvement
STU0363,Understanding Plant Reproduction (Processes),63,283,Proficient
STU0280,Understanding Plant Reproduction (Processes),72,207,Proficient
STU0258,Advanced Concepts of Adaptations (Dynamics),46,400,Needs Improvement
STU0310,Advanced Concepts of Adjectives (Applications),55,611,Needs Improvement
STU0065,Introduction to Ancient Egypt (Structure),54,171,Needs Improvement
STU0171,Understanding Indus Valley Civilization (Basics),90,165,Mastered
STU0432,Understanding Democracy (Applications),43,307,Needs Improvement
STU0113,Introduction to Microorganisms (Structure),52,184,Needs Improvement
STU0458,Understanding Force (Processes),81,371,Proficient
STU0250,Introduction to Data Handling (Functions),52,239,Needs Improvement
STU0180,Advanced Concepts of Plant Reproduction (Processes),74,458,Proficient
STU0472,Understanding Magnetism (Exploration),50,349,Needs Improvement
STU0090,Advanced Concepts of Indus Valley Civilization (Basics),77,414,Proficient
STU0433,Introduction to Cell Division (Dynamics),79,144,Proficient
STU0173,Introduction to Agriculture (Impact),72,212,Proficient
STU0425,Advanced Concepts of Roman Empire (Principles),87,339,Mastered
STU0221,Advanced Concepts of Gravitation (Applications),65,409,Proficient
STU0238,Understanding Mineral Resources (Dynamics),55,303,Needs Improvement
STU0077,Understanding Electromagnetism (Functions),47,455,Needs Improvement
STU0115,Introduction to Weather (Systems),73,137,Proficient
STU0340,Understanding Natural Vegetation (Structure),87,229,Mastered
STU0079,Advanced Concepts of Mineral Resources (Dynamics),81,430,Proficient
STU0218,Advanced Concepts of Digestion (Principles),58,549,Needs Improvement
STU0190,Advanced Concepts of Indian Independence (Functions),98,238,Mastered
STU0075,Advanced Concepts of Circulation (Theories),83,356,Proficient
STU0496,Understanding Plant Reproduction (Processes),68,287,Proficient
STU0101,Introduction to Globe and Maps (Processes),94,123,Mastered
STU0241,Understanding Pressure (Structure),63,264,Proficient
STU0356,Introduction to Natural Vegetation (Structure),56,190,Needs Improvement
STU0258,Understanding Percentages (Applications),67,361,Proficient
STU0241,Introduction to Light (Basics),100,133,Mastered
STU0029,Advanced Concepts of Periodic Table (Applications),77,367,Proficient
STU0310,Understanding Solar System (Basics),53,289,Needs Improvement
STU0447,Introduction to Light Refraction (Impact),84,151,Proficient
STU0035,Advanced Concepts of Measurement (Key Ideas),89,286,Mastered
STU0498,Advanced Concepts of Nervous System (Exploration),100,283,Mastered
STU0146,Introduction to Magnetism (Exploration),78,141,Proficient
STU0364,Understanding Motion (Systems),100,210,Mastered
STU0343,Advanced Concepts of Globe and Maps (Processes),65,424,Proficient
STU0198,Introduction to Decimals (Principles),78,174,Proficient
STU0010,Understanding Electricity (Applications),73,240,Proficient
STU0413,Understanding Electricity (Applications),93,180,Mastered
STU0209,Understanding Work and Energy (Principles),100,208,Mastered
STU0093,Understanding Light Reflection (Systems),49,246,Needs Improvement
STU0065,Understanding Heat (Exploration),88,214,Mastered
STU0491,Introduction to Solar System (Basics),65,210,Proficient
STU0094,Advanced Concepts of Prepositions (Dynamics),78,400,Proficient
STU0079,Advanced Concepts of Probability (Dynamics),64,430,Proficient
STU0042,Introduction to Nouns (Basics),62,236,Proficient
STU0046,Understanding Fractions (Basics),100,179,Mastered
STU0272,Understanding Indian Independence (Functions),51,265,Needs Improvement
STU0135,Understanding Heat (Exploration),35,315,Needs Improvement
STU0049,Introduction to Maps and Scales (Key Ideas),52,269,Needs Improvement
STU0049,Introduction to Synthetic Fibres (Structure),66,133,Proficient
STU0296,Understanding Pronouns (Theories),55,327,Needs Improvement
STU0084,Understanding Periodic Table (Applications),100,253,Mastered
STU0290,Introduction to Sound (Principles),75,168,Proficient
STU0042,Advanced Concepts of Water Cycle (Structure),82,382,Proficient
STU0110,Introduction to Classification of Organisms (Functions),100,124,Mastered
STU0042,Advanced Concepts of Periodic Table (Applications),77,420,Proficient
STU0336,Advanced Concepts of Democracy (Applications),91,288,Mastered
STU0070,Understanding Indian Independence (Functions),74,290,Proficient
STU0286,Understanding Climate Zones (Theories),91,214,Mastered
STU0299,Understanding Population Geography (Functions),76,278,Proficient
STU0051,Understanding Indus Valley Civilization (Basics),53,382,Needs Improvement
STU0250,Understanding Agriculture (Impact),73,366,Proficient
STU0240,Understanding World War I (Theories),63,284,Proficient
STU0113,Advanced Concepts of Ancient Egypt (Structure),69,339,Proficient
STU0436,Advanced Concepts of Conjunctions (Impact),87,221,Mastered
STU0380,Introduction to Probability (Dynamics),36,250,Needs Improvement
STU0069,Advanced Concepts of Acids and Bases (Basics),51,630,Needs Improvement
STU0149,Advanced Concepts of Laws of Motion (Basics),99,270,Mastered
STU0157,Advanced Concepts of Local Government (Exploration),56,522,Needs Improvement
STU0128,Understanding Earth's Layers (Principles),84,248,Proficient
STU0226,Understanding Metals and Non-Metals (Processes),85,183,Mastered
STU0500,Understanding Genetics (Impact),76,202,Proficient
STU0071,Introduction to Constitution (Theories),89,163,Mastered
STU0294,Advanced Concepts of Genetics (Impact),70,351,Proficient
STU0078,Introduction to Electrostatics (Theories),72,163,Proficient
STU0155,Introduction to Light Reflection (Systems),74,149,Proficient
STU0249,Introduction to Tenses (Exploration),92,139,Mastered
STU0258,Understanding Plant Reproduction (Processes),45,523,Needs Improvement
STU0375,Understanding Synthetic Fibres (Structure),88,240,Mastered
STU0483,Introduction to Roman Empire (Principles),52,201,Needs Improvement
STU0202,Understanding States of Matter (Functions),78,341,Proficient
STU0028,Understanding Freedom Struggle (Principles),84,264,Proficient
STU0141,Introduction to Mineral Resources (Dynamics),60,127,Proficient
STU0104,Understanding Active and Passive Voice (Systems),71,197,Proficient
STU0114,Advanced Concepts of Sound (Principles),74,318,Proficient
STU0168,Introduction to Cell Division (Dynamics),83,172,Proficient
STU0012,Advanced Concepts of Earth's Layers (Principles),41,427,Needs Improvement
STU0202,Advanced Concepts of Vocabulary (Structure),43,476,Needs Improvement
STU0404,Understanding Vocabulary (Structure),76,194,Proficient
STU0319,Understanding Combustion (Key Ideas),58,330,Needs Improvement
STU0026,Introduction to Force (Processes),93,148,Mastered
STU0006,Advanced Concepts of Human Rights (Dynamics),59,540,Needs Improvement
STU0264,Advanced Concepts of Sound (Principles),90,284,Mastered
STU0345,Introduction to Data Handling (Functions),83,181,Proficient
STU0211,Advanced Concepts of Direct and Indirect Speech (Processes),52,443,Needs Improvement
STU0286,Understanding Classification of Organisms (Functions),67,204,Proficient
STU0093,Introduction to Geometry (Exploration),30,160,Needs Improvement
STU0279,Introduction to Magnets (Theories),79,170,Proficient
STU0249,Understanding Sound (Principles),61,297,Proficient
STU0159,Introduction to Medieval Period (Systems),33,217,Needs Improvement
STU0427,Understanding Climate Zones (Theories),100,198,Mastered
STU0083,Advanced Concepts of Gravitation (Applications),93,266,Mastered
STU0395,Introduction to Sound Waves (Processes),76,209,Proficient
STU0350,Advanced Concepts of Mineral Resources (Dynamics),61,406,Proficient
STU0287,Understanding Indian Independence (Functions),81,233,Proficient
STU0326,Advanced Concepts of Decimals (Principles),86,320,Mastered
STU0342,Introduction to Data Handling (Functions),80,185,Proficient
STU0495,Understanding Fractions (Basics),70,217,Proficient
STU0240,Introduction to Climate Zones (Theories),53,239,Needs Improvement
STU0091,Advanced Concepts of Pressure (Structure),38,533,Needs Improvement
STU0203,Advanced Concepts of Work and Energy (Principles),74,378,Proficient
STU0422,Advanced Concepts of Periodic Table (Applications),94,337,Mastered
STU0089,Advanced Concepts of Ancient Civilizations (Structure),65,313,Proficient
STU0044,Advanced Concepts of Laws of Motion (Basics),42,596,Needs Improvement
STU0115,Advanced Concepts of Solutions (Exploration),73,393,Proficient
STU0048,Introduction to World War I (Theories),71,202,Proficient
STU0215,Advanced Concepts of Tenses (Exploration),95,328,Mastered
STU0435,Understanding Friction (Key Ideas),71,223,Proficient
STU0494,Understanding States of Matter (Dynamics),69,271,Proficient
STU0077,Advanced Concepts of Pressure (Structure),100,289,Mastered
STU0457,Advanced Concepts of Microorganisms (Structure),53,537,Needs Improvement
STU0054,Advanced Concepts of Plant Reproduction (Processes),91,316,Mastered
STU0291,Introduction to Active and Passive Voice (Systems),81,139,Proficient
STU0037,Advanced Concepts of Solutions (Exploration),55,561,Needs Improvement
STU0158,Understanding Verbs (Principles),83,293,Proficient
STU0490,Advanced Concepts of States of Matter (Dynamics),86,290,Mastered
STU0124,Introduction to Thermodynamics (Dynamics),84,179,Proficient
STU0373,Understanding Plant Reproduction (Processes),91,203,Mastered
STU0200,Introduction to Mineral Resources (Dynamics),65,174,Proficient
STU0065,Introduction to Combustion (Key Ideas),53,152,Needs Improvement
STU0218,Understanding Force (Processes),100,238,Mastered
STU0072,Understanding Profit and Loss (Systems),65,276,Proficient
STU0068,Advanced Concepts of Friction (Key Ideas),93,293,Mastered
STU0263,Advanced Concepts of States of Matter (Functions),54,459,Needs Improvement
STU0016,Introduction to Civics (Functions),58,212,Needs Improvement
STU0171,Introduction to Heat (Exploration),80,177,Proficient
STU0429,Understanding Direct and Indirect Speech (Processes),46,313,Needs Improvement
STU0228,Introduction to Respiration (Applications),58,188,Needs Improvement
STU0076,Understanding Population Geography (Functions),36,464,Needs Improvement
STU0276,Introduction to Nervous System (Exploration),100,94,Mastered
STU0162,Understanding Civics (Functions),82,343,Proficient
STU0011,Understanding World War II (Exploration),100,154,Mastered
STU0478,Advanced Concepts of Microorganisms (Structure),63,295,Proficient
STU0231,Introduction to Climate Zones (Theories),74,177,Proficient
STU0370,Understanding Ecosystems (Systems),71,389,Proficient
STU0234,Understanding Globe and Maps (Processes),76,308,Proficient
STU0389,Introduction to Circulation (Theories),59,219,Needs Improvement
STU0175,Understanding Industrial Revolution (Processes),79,302,Proficient
STU0396,Advanced Concepts of Light Reflection (Systems),52,548,Needs Improvement
STU0015,Advanced Concepts of Tenses (Exploration),54,419,Needs Improvement
STU0378,Understanding Number Systems (Structure),57,313,Needs Improvement
STU0037,Understanding Subject-Verb Agreement (Functions),56,454,Needs Improvement
STU0216,Introduction to Ratio (Impact),64,186,Proficient
STU0491,Advanced Concepts of Classification of Organisms (Functions),100,305,Mastered
STU0037,Introduction to Verbs (Principles),81,176,Proficient
STU0174,Introduction to Light Refraction (Impact),79,194,Proficient
STU0057,Understanding Ancient Egypt (Structure),75,354,Proficient
STU0104,Advanced Concepts of Sound (Principles),80,391,Proficient
STU0378,Understanding Force (Processes),54,417,Needs Improvement
STU0147,Introduction to Plate Tectonics (Applications),80,159,Proficient
STU0062,Introduction to Local Government (Exploration),76,245,Proficient
STU0261,Understanding Local Government (Exploration),90,241,Mastered
STU0392,Understanding Climate Zones (Theories),100,185,Mastered
STU0053,Understanding Rivers (Processes),95,285,Mastered
STU0211,Introduction to Electricity (Applications),100,163,Mastered
STU0025,Understanding Electricity (Applications),86,246,Mastered
STU0106,Advanced Concepts of States of Matter (Dynamics),72,334,Proficient
STU0046,Understanding Genetics (Impact),77,331,Proficient
STU0095,Understanding Ancient Civilizations (Basics),71,279,Proficient
STU0335,Introduction to Heat (Exploration),93,93,Mastered
STU0330,Understanding Gravitation (Applications),86,233,Mastered
STU0432,Introduction to Ecosystems (Systems),68,176,Proficient
STU0213,Advanced Concepts of World War II (Exploration),55,443,Needs Improvement
STU0270,Introduction to Maps and Scales (Key Ideas),82,179,Proficient
STU0099,Introduction to Ancient Egypt (Structure),28,245,Needs Improvement
STU0136,Understanding Light Refraction (Impact),49,346,Needs Improvement
STU0145,Understanding Genetics (Impact),68,298,Proficient
STU0157,Introduction to Subject-Verb Agreement (Functions),77,225,Proficient
STU0172,Advanced Concepts of Force (Processes),89,217,Mastered
STU0293,Understanding Solutions (Exploration),70,313,Proficient
STU0149,Advanced Concepts of Subject-Verb Agreement (Functions),94,249,Mastered
STU0310,Advanced Concepts of Active and Passive Voice (Systems),81,424,Proficient
STU0121,Understanding Synthetic Fibres (Structure),100,196,Mastered
STU0175,Introduction to Heat (Exploration),93,157,Mastered
STU0460,Advanced Concepts of Electromagnetism (Functions),52,391,Needs Improvement
STU0272,Understanding Circulation (Theories),71,291,Proficient
STU0092,Introduction to Direct and Indirect Speech (Processes),100,132,Mastered
STU0264,Advanced Concepts of Probability (Dynamics),51,530,Needs Improvement
STU0443,Understanding Nervous System (Exploration),61,219,Proficient
STU0079,Introduction to Electricity (Applications),57,316,Needs Improvement
STU0222,Understanding Human Rights (Dynamics),57,413,Needs Improvement
STU0020,Understanding Algebra (Theories),69,196,Proficient
STU0154,Introduction to Metals and Non-Metals (Processes),87,148,Mastered
STU0106,Understanding Solutions (Exploration),43,372,Needs Improvement
STU0117,Understanding American Independence (Dynamics),51,318,Needs Improvement
STU0455,Introduction to Weather (Systems),72,246,Proficient
STU0238,Advanced Concepts of Integers (Processes),59,519,Needs Improvement
STU0459,Understanding Prepositions (Dynamics),54,323,Needs Improvement
STU0142,Introduction to Genetics (Impact),60,212,Proficient
STU0452,Understanding Water Cycle (Structure),73,314,Proficient
STU0367,Advanced Concepts of Adaptations (Dynamics),53,453,Needs Improvement
STU0424,Advanced Concepts of Subject-Verb Agreement (Functions),77,347,Proficient
STU0308,Understanding Classification of Organisms (Functions),44,358,Needs Improvement
STU0366,Introduction to Water Cycle (Structure),55,279,Needs Improvement
STU0153,Advanced Concepts of Integers (Processes),88,309,Mastered
STU0340,Introduction to Motion (Systems),71,213,Proficient
STU0028,Introduction to Health and Diseases (Key Ideas),71,168,Proficient
STU0428,Advanced Concepts of Ancient Civilizations (Structure),29,466,Needs Improvement
STU0052,Introduction to Percentages (Applications),67,190,Proficient
STU0199,Understanding Chemical Reactions (Principles),100,200,Mastered
STU0384,Advanced Concepts of Periodic Table (Applications),20,514,Needs Improvement
STU0315,Understanding Agriculture (Impact),100,199,Mastered
STU0081,Understanding Tenses (Exploration),75,317,Proficient
STU0096,Understanding Constitution (Theories),93,205,Mastered
STU0016,Advanced Concepts of Nervous System (Exploration),77,467,Proficient
STU0429,Understanding Classification of Organisms (Functions),66,229,Proficient
STU0446,Advanced Concepts of Respiration (Applications),48,430,Needs Improvement
STU0401,Advanced Concepts of Solutions (Exploration),86,346,Mastered
STU0189,Introduction to Maps and Scales (Key Ideas),70,173,Proficient
STU0047,Introduction to Periodic Table (Applications),96,160,Mastered
STU0190,Advanced Concepts of Solar System (Basics),78,370,Proficient
STU0188,Understanding Gravitation (Applications),53,240,Needs Improvement
STU0295,Understanding American Independence (Dynamics),43,396,Needs Improvement
STU0139,Advanced Concepts of Plant Reproduction (Processes),72,343,Proficient
STU0319,Advanced Concepts of Water Cycle (Structure),66,423,Proficient
STU0234,Advanced Concepts of Metals and Non-Metals (Processes),51,564,Needs Improvement
STU0405,Understanding States of Matter (Dynamics),75,316,Proficient
STU0126,Advanced Concepts of Natural Vegetation (Structure),84,325,Proficient
STU0185,Understanding Gravitation (Applications),83,233,Proficient
STU0341,Advanced Concepts of Electrostatics (Theories),79,295,Proficient
STU0277,Introduction to Sound (Principles),77,192,Proficient
STU0373,Introduction to Active and Passive Voice (Systems),64,159,Proficient
STU0109,Understanding Data Handling (Functions),46,474,Needs Improvement
STU0133,Understanding Nouns (Basics),68,276,Proficient
STU0092,Advanced Concepts of Electrostatics (Theories),61,429,Proficient
STU0212,Introduction to Weather (Systems),77,190,Proficient
STU0160,Understanding Vocabulary (Structure),97,235,Mastered
STU0044,Advanced Concepts of Resources (Impact),68,375,Proficient
STU0053,Understanding Nervous System (Exploration),55,255,Needs Improvement
STU0097,Understanding Solutions (Exploration),54,506,Needs Improvement
STU0414,Advanced Concepts of Democracy (Applications),74,484,Proficient
STU0324,Advanced Concepts of Water Cycle (Structure),76,342,Proficient
STU0182,Introduction to Indian Independence (Functions),86,129,Mastered
STU0074,Understanding Work and Energy (Principles),40,443,Needs Improvement
STU0387,Introduction to Thermodynamics (Dynamics),56,204,Needs Improvement
STU0234,Introduction to Profit and Loss (Systems),63,190,Proficient
STU0442,Introduction to Electricity (Applications),61,181,Proficient
STU0469,Understanding Electricity (Applications),81,372,Proficient
STU0345,Understanding Light Refraction (Impact),88,199,Mastered
STU0100,Understanding Coal and Petroleum (Functions),100,262,Mastered
STU0321,Understanding Subject-Verb Agreement (Functions),97,146,Mastered
STU0294,Understanding Maps and Scales (Key Ideas),68,285,Proficient
STU0229,Advanced Concepts of Laws of Motion (Basics),35,483,Needs Improvement
STU0267,Understanding Oceans (Exploration),61,364,Proficient
STU0457,Introduction to Industrial Revolution (Processes),80,238,Proficient
STU0289,Introduction to Ancient Civilizations (Basics),54,210,Needs Improvement
STU0370,Advanced Concepts of Magnetism (Exploration),95,339,Mastered
STU0309,Understanding Motion (Systems),67,279,Proficient
STU0026,Advanced Concepts of Sound (Principles),54,391,Needs Improvement
STU0148,Advanced Concepts of Light Refraction (Impact),94,318,Mastered
